PolicyholderNumber,FirstPartyVehicleNumber,PolicyholderOccupation,FirstPolicySubscriptionDate,FirstPartyVehicleType,PolicyholderPostCode,PolicyWasSubscribedOnInternet,NumberOfPoliciesOfPolicyholder,FpVehicleAgeMonths,PolicyHolderAge,FirstPartyLiability,ReferenceId,ThirdPartyVehicleNumber,InsurerNotes,LossDate,ClaimCause,ClaimInvolvedCovers,DamageImportance,ConnectionBetweenParties,LossPostCode,EasinessToStage,ClaimWithoutIdentifiedThirdParty,ClaimAmount,LossHour,NumberOfBodilyInjuries,Fraud
PH004164,V82628,Teacher,2016-12-01,Motorcycle,22664,0,1,174,62,0.7419490185289915,REF004164,V76275,Minor damage,2020-05-10,Vandalism,Collision,4,Yes,98475,0.7731771356807926,0,35472.89768313621,23,0,0.0
PH002269,V41685,Teacher,2012-05-16,Van,48474,0,1,49,25,0.7538132849538631,REF002269,V28517,Minor damage,2019-12-30,Theft,Comprehensive,8,No,81308,0.07281555494783243,0,2430.7766941040986,4,0,0.0
PH005146,V94746,Engineer,2012-12-09,Truck,50181,0,2,118,20,0.10129747432301955,REF005146,V52875,Theft reported,2019-12-02,Theft,Comprehensive,2,No,93256,0.8221338743811237,0,6709.969943807678,14,0,0.0
PH006647,V93472,Lawyer,2020-02-10,SUV,71951,1,4,84,77,0.23824658758848127,REF006647,V52445,Theft reported,2019-05-05,Natural Disaster,Comprehensive,7,No,78686,0.7588258605561343,0,42916.907264400084,21,0,0.0
PH008087,V91085,Engineer,2013-01-09,Motorcycle,45583,0,4,26,43,0.3800824212751196,REF008087,V58663,Partial damage,2019-01-30,Fire,Comprehensive,3,No,70157,0.306401315499916,0,20832.51072319733,6,0,0.0
PH002234,V93753,Doctor,2013-11-05,Car,63100,0,1,132,37,0.21732187089525912,REF002234,V83187,Minor damage,2019-06-30,Natural Disaster,Collision,6,Yes,70152,0.5268300993212521,0,41258.22554512738,18,0,0.0
PH002354,V15276,Engineer,2013-08-12,Car,67596,0,1,178,65,0.41745823870996035,REF002354,V88264,Total loss,2020-12-28,Theft,Liability,9,No,23155,0.1522951441181667,1,38545.63361437731,23,0,0.0
PH003195,V81256,Teacher,2013-07-12,Truck,62762,0,2,140,47,0.11434362245736658,REF003195,V24311,Partial damage,2019-07-17,Natural Disaster,Medical,5,No,75044,0.7787456265520183,0,12103.400602072166,21,0,0.0
PH000708,V71644,Business,2017-05-13,Motorcycle,19096,0,1,31,59,0.6039836892903435,REF000708,V23473,Minor damage,2020-12-31,Fire,Medical,5,No,18233,0.09659571686872015,1,6574.046413591771,1,0,0.0
PH006133,V24801,Lawyer,2018-09-14,Van,62451,1,1,131,34,0.412923938290377,REF006133,V76680,Minor damage,2020-10-15,Accident,Collision,3,No,20394,0.8318041624118175,0,10275.807656243027,21,0,0.0
PH005299,V82308,Other,2018-04-28,Car,70108,0,1,231,50,0.7770111025105679,REF005299,V74677,Partial damage,2019-10-20,Accident,Medical,5,No,30931,0.01041806788282662,0,44274.53610032968,7,0,0.0
PH009236,V94833,Other,2015-11-21,SUV,54271,0,3,58,63,0.6501164940796886,REF009236,V67060,Theft reported,2020-01-15,Theft,Collision,6,Yes,31734,0.27099492562386307,0,43711.75542216832,12,0,0.0
PH006864,V14697,Lawyer,2017-12-18,SUV,95930,1,2,210,46,0.6021277172996239,REF006864,V13976,Minor damage,2019-01-26,Vandalism,Comprehensive,5,No,58780,0.39381383188036934,0,28807.15820601784,22,0,0.0
PH007966,V77467,Engineer,2014-10-01,Motorcycle,93943,1,1,130,19,0.4565709650974624,REF007966,V33713,Theft reported,2020-02-14,Fire,Medical,8,No,55297,0.318836243650509,0,43793.707039852154,6,0,0.0
PH007600,V39602,Business,2017-06-25,Car,32752,0,2,216,60,0.7560868910493993,REF007600,V59998,Total loss,2019-11-13,Accident,Liability,7,No,96221,0.6767494154755473,0,24057.178030198764,16,0,0.0
PH002759,V52030,Other,2020-07-29,Truck,13966,0,1,117,73,0.7555892107920428,REF002759,V25515,Minor damage,2019-06-25,Theft,Medical,3,No,30604,0.1439115705108429,0,48998.78842407847,3,0,0.0
PH007728,V31627,Lawyer,2018-01-24,Truck,28335,0,2,189,18,0.8912688254786404,REF007728,V42320,Partial damage,2020-07-23,Theft,Medical,2,No,92367,0.2955845429670696,0,29044.011155480668,2,1,0.0
PH001802,V53054,Doctor,2020-07-20,Truck,33513,0,3,205,61,0.4720809689291219,REF001802,V44541,Total loss,2020-05-14,Natural Disaster,Collision,5,No,71664,0.3439555968943515,0,43886.18529077109,5,0,0.0
PH006011,V74478,Lawyer,2011-10-26,Motorcycle,64281,0,1,211,27,0.7949389698087627,REF006011,V22077,Minor damage,2019-11-19,Accident,Liability,1,No,71779,0.5794603808997064,0,18240.84232420397,20,2,0.0
PH007329,V84468,Lawyer,2020-03-17,SUV,92455,1,1,50,21,0.7054537987203936,REF007329,V82393,Theft reported,2020-01-02,Vandalism,Medical,2,No,86695,0.22217659212260643,0,3888.2686779031237,10,0,0.0
PH009662,V22091,Other,2010-07-28,Van,91808,0,2,158,40,0.8396412384527648,REF009662,V26337,Partial damage,2019-10-28,Natural Disaster,Medical,1,No,67618,0.6108416780084175,0,8398.768334992814,14,1,0.0
PH007043,V50760,Business,2018-08-21,SUV,86629,1,2,51,65,0.865114406018116,REF007043,V24992,Theft reported,2019-02-20,Vandalism,Collision,4,Yes,21567,0.18534630120743556,0,6779.884259320488,20,0,0.0
PH009949,V42234,Business,2013-02-14,Motorcycle,51397,0,1,113,61,0.8538524902488756,REF009949,V91087,Total loss,2020-08-25,Theft,Liability,4,No,46882,0.8507514235741445,0,2128.239049062115,1,0,0.0
PH005125,V35232,Lawyer,2019-09-28,SUV,72465,1,1,148,27,0.14750789260252148,REF005125,V59054,Minor damage,2020-11-24,Accident,Collision,8,No,44877,0.9904326653095006,0,2132.4492907982676,23,1,0.0
PH004255,V68856,Teacher,2018-01-05,Motorcycle,85724,1,3,202,66,0.5329550747889698,REF004255,V59725,Total loss,2019-10-10,Accident,Liability,7,No,72319,0.9538610469345585,0,31869.493719153637,18,0,0.0
PH002785,V64568,Teacher,2014-07-19,Car,61488,0,1,190,63,0.242449205571653,REF002785,V69468,Total loss,2020-09-18,Accident,Medical,4,No,10922,0.6179898690518534,0,2456.532654456733,2,1,0.0
PH006878,V45968,Business,2014-12-12,Car,75082,0,1,53,55,0.29736359221681125,REF006878,V23070,Total loss,2019-08-13,Theft,Collision,4,No,70193,0.7496889863528746,0,46289.36796386098,6,0,0.0
PH006573,V61563,Business,2015-06-24,Truck,25508,0,2,213,43,0.7827796274400493,REF006573,V93205,Total loss,2019-09-17,Fire,Collision,3,No,65505,0.19673229772383027,0,27472.642877560356,5,0,0.0
PH009314,V73795,Other,2016-09-23,Motorcycle,74579,0,4,209,63,0.7229656412467198,REF009314,V87396,Partial damage,2019-01-16,Accident,Medical,5,No,47312,0.14435922382598476,0,7049.1551005427,22,0,0.0
PH003459,V98635,Teacher,2012-01-01,Van,24410,0,1,149,48,0.23529197090389406,REF003459,V13463,Theft reported,2020-02-05,Fire,Collision,5,No,97623,0.23753867140695906,0,31475.38076641597,10,0,0.0
PH007668,V98877,Teacher,2020-01-19,Van,59662,1,1,115,39,0.14896511276944963,REF007668,V46948,Partial damage,2020-03-26,Vandalism,Collision,5,No,39079,0.2034287379760834,0,10135.774214392637,3,0,0.0
PH009715,V58688,Teacher,2020-04-24,SUV,69289,1,1,220,34,0.47147421841776815,REF009715,V99170,Minor damage,2019-10-03,Accident,Medical,5,No,27421,0.20854669121820335,0,10206.51190581466,19,1,0.0
PH002965,V20566,Other,2016-02-01,Van,22493,1,1,40,58,0.682841894920271,REF002965,V37810,Theft reported,2020-05-15,Theft,Medical,6,No,10453,0.4693404073551789,1,33485.815222961326,0,0,0.0
PH000923,V66207,Engineer,2018-11-14,SUV,15379,0,3,105,29,0.14899235690638177,REF000923,V59866,Total loss,2020-03-26,Theft,Comprehensive,4,Yes,68481,0.8435971676694398,0,28782.9415715514,11,0,0.0
PH004897,V64325,Engineer,2011-08-04,Car,65819,0,1,153,75,0.46962707552443783,REF004897,V81314,Theft reported,2020-12-31,Vandalism,Liability,3,No,16699,0.698628092615656,0,48969.82546220685,0,0,0.0
PH005042,V15326,Business,2017-11-25,Car,12929,0,1,50,35,0.5221331556445982,REF005042,V57039,Total loss,2019-08-20,Theft,Comprehensive,3,No,83206,0.014334709907250165,1,8494.250908024855,17,3,0.0
PH009383,V73950,Doctor,2020-01-16,Van,34073,1,1,228,30,0.8299694312171304,REF009383,V47690,Total loss,2019-10-13,Natural Disaster,Liability,3,No,26860,0.16025152098701267,0,42469.020786756206,3,0,0.0
PH001022,V31079,Other,2010-05-29,Car,63866,0,4,175,26,0.36596620675413116,REF001022,V45261,Theft reported,2020-03-01,Vandalism,Collision,6,No,24131,0.9278071928078926,0,8791.266792180595,6,0,0.0
PH002816,V34966,Teacher,2012-01-28,SUV,25748,0,3,67,35,0.25968264021260623,REF002816,V44340,Total loss,2019-07-15,Fire,Collision,1,No,57758,0.8576198871112105,0,22614.690257851154,21,0,0.0
PH000042,V57052,Business,2018-03-23,Motorcycle,16775,0,1,116,21,0.45256234408864005,REF000042,V45956,Total loss,2019-10-21,Theft,Comprehensive,5,No,34086,0.4305311357984992,0,12585.72701775724,11,0,1.0
PH007144,V69412,Engineer,2018-06-22,Truck,16680,0,1,118,30,0.7917601496245782,REF007144,V58545,Theft reported,2019-09-29,Natural Disaster,Medical,4,Yes,44870,0.44067678236660446,0,23371.674862550768,4,3,0.0
PH007006,V41148,Doctor,2012-03-16,Motorcycle,39151,0,3,97,60,0.25992322459288736,REF007006,V62685,Minor damage,2020-01-17,Accident,Medical,3,No,32120,0.7743825408098172,1,46722.00235291882,8,0,0.0
PH005354,V84233,Engineer,2015-06-22,SUV,70185,0,1,83,26,0.32817171484561314,REF005354,V62254,Minor damage,2019-11-26,Theft,Liability,9,No,17394,0.35552660756557164,0,17305.290610286193,13,0,0.0
PH001383,V88269,Other,2010-05-02,Truck,61959,0,4,91,23,0.141023254051058,REF001383,V97659,Total loss,2020-08-12,Accident,Medical,5,No,30680,0.4675051984423454,0,39265.16386535405,15,1,0.0
PH004902,V26150,Other,2012-06-17,Motorcycle,96363,1,2,195,64,0.7551836877913516,REF004902,V12185,Minor damage,2020-11-09,Fire,Liability,4,No,47279,0.9928020443259716,0,15150.816762372637,9,1,0.0
PH007414,V33699,Engineer,2020-07-04,SUV,27445,0,1,91,45,0.6123429170596959,REF007414,V11399,Total loss,2019-04-14,Vandalism,Comprehensive,3,No,92561,0.42124494953890235,0,9956.03842893871,2,3,0.0
PH003830,V27499,Lawyer,2020-04-22,Van,65084,0,1,72,43,0.39292429271006346,REF003830,V59444,Partial damage,2019-05-16,Accident,Liability,6,No,51299,0.5871744479322049,0,31316.659577847193,1,0,0.0
PH004551,V73908,Business,2014-11-18,Car,39398,0,1,96,57,0.5317553063920355,REF004551,V22524,Total loss,2020-12-28,Vandalism,Collision,6,No,35999,0.24803527438332895,0,15351.482795495007,5,0,0.0
PH002961,V41877,Lawyer,2018-09-02,Truck,84713,0,1,127,69,0.7722852017802897,REF002961,V18681,Minor damage,2020-12-29,Natural Disaster,Medical,4,No,71684,0.20472598938614395,1,8387.708757099177,22,0,0.0
PH000084,V80010,Other,2011-03-02,SUV,73452,1,1,97,50,0.37756218890123794,REF000084,V13325,Total loss,2019-05-19,Theft,Collision,5,No,80888,0.1229095693738711,0,24002.058385831446,3,1,1.0
PH007071,V30643,Business,2014-03-02,Truck,11147,1,1,211,54,0.2548893479086918,REF007071,V14678,Partial damage,2020-12-03,Theft,Collision,2,No,18103,0.13195791992525818,0,17267.293273609597,0,0,0.0
PH005824,V27188,Other,2014-07-01,SUV,91364,0,2,143,36,0.6456674548604396,REF005824,V18593,Theft reported,2020-03-09,Natural Disaster,Collision,6,No,21821,0.028279692744901275,0,35329.44318432156,19,3,0.0
PH001883,V31012,Lawyer,2020-11-27,SUV,94104,0,1,173,45,0.7370158036503194,REF001883,V57260,Minor damage,2019-03-02,Accident,Comprehensive,1,No,25167,0.7553726905598528,0,6295.862970106374,14,1,0.0
PH007214,V74788,Lawyer,2017-03-22,Van,33167,0,1,17,43,0.7757931519258287,REF007214,V70369,Theft reported,2019-01-28,Fire,Collision,7,No,81389,0.2767643379130168,0,40518.716347823654,8,2,0.0
PH000745,V98781,Lawyer,2013-10-11,Car,26110,0,1,5,58,0.469611697691921,REF000745,V34844,Theft reported,2019-02-26,Vandalism,Medical,2,No,61118,0.8952572583306515,0,46219.10304958794,2,1,0.0
PH005041,V59440,Doctor,2017-12-08,Van,28328,0,1,196,37,0.16698901329459917,REF005041,V92506,Partial damage,2020-03-07,Natural Disaster,Collision,4,No,93280,0.7562420154295655,0,24240.7572803399,1,0,0.0
PH005045,V82954,Engineer,2011-09-13,Car,62692,1,1,16,35,0.45909130261164854,REF005045,V65234,Theft reported,2020-02-09,Vandalism,Collision,5,No,73497,0.4500986765959363,0,10213.510540798556,15,0,0.0
PH004277,V82358,Doctor,2016-02-24,SUV,90453,0,1,57,60,0.346299539265424,REF004277,V51756,Total loss,2019-01-14,Fire,Liability,8,No,97304,0.5308779679491601,0,8173.853572944306,3,0,0.0
PH007924,V56976,Engineer,2018-02-04,Van,39121,0,4,44,25,0.26908769138323996,REF007924,V52868,Total loss,2020-02-09,Accident,Comprehensive,2,No,16686,0.46831592094979235,0,32849.586049891506,3,0,0.0
PH006717,V69886,Business,2012-03-25,Car,83876,0,1,105,22,0.4203483861408678,REF006717,V85269,Partial damage,2019-03-12,Theft,Collision,7,No,33151,0.14058276627941357,0,20524.12772545142,17,2,0.0
PH006861,V69682,Doctor,2014-09-29,SUV,98069,0,3,218,68,0.5080946239021159,REF006861,V76496,Partial damage,2019-02-17,Accident,Liability,9,No,85586,0.44353996786689454,0,41992.331420568495,20,0,0.0
PH006536,V16957,Teacher,2010-02-04,Truck,76923,0,1,161,66,0.7599905993018446,REF006536,V65290,Total loss,2020-12-14,Theft,Collision,5,No,26001,0.9498955037781351,0,34237.913480942145,12,0,0.0
PH003617,V34726,Doctor,2012-01-27,Truck,44173,0,1,27,29,0.67953534888192,REF003617,V83812,Partial damage,2019-04-16,Fire,Comprehensive,9,No,78784,0.4328729388990009,0,16142.788226705183,7,1,0.0
PH001746,V18109,Lawyer,2018-06-19,Truck,76681,1,1,7,36,0.12832978095272987,REF001746,V47342,Total loss,2020-10-16,Fire,Collision,1,No,25634,0.07304565474738556,0,28841.65401945429,1,0,0.0
PH006507,V68990,Doctor,2018-02-18,Truck,42518,0,4,61,28,0.8423740281279118,REF006507,V39017,Minor damage,2019-05-16,Accident,Liability,7,No,23319,0.22221772603281387,0,41972.51265727202,15,0,0.0
PH002891,V74303,Doctor,2017-08-09,Truck,48118,1,1,119,26,0.4870453322175986,REF002891,V62421,Minor damage,2020-09-11,Natural Disaster,Liability,2,No,18155,0.322064437154739,0,47311.871355197996,12,0,0.0
PH006094,V81197,Business,2012-06-18,Motorcycle,33778,0,1,76,72,0.6530920347929141,REF006094,V13577,Total loss,2020-09-07,Vandalism,Medical,3,No,56746,0.8994655850895477,0,45573.70943060069,0,0,0.0
PH002580,V52415,Business,2011-11-01,Car,75679,0,1,68,78,0.4360128953138216,REF002580,V31565,Total loss,2019-04-05,Vandalism,Collision,8,No,91390,0.5106029397070585,0,11585.026305335841,12,1,0.0
PH006295,V96098,Teacher,2010-02-15,Car,69648,0,1,217,71,0.512351800744223,REF006295,V52274,Partial damage,2020-11-28,Theft,Liability,1,No,90147,0.11411829827559583,1,6167.3450062856255,21,2,0.0
PH002143,V76683,Business,2015-05-15,Truck,91067,0,1,58,51,0.28737555238879264,REF002143,V24435,Theft reported,2019-12-18,Accident,Collision,8,No,71986,0.5990467692623219,1,25150.954524998488,6,0,0.0
PH006892,V73394,Business,2013-11-25,Car,56599,0,1,53,43,0.5042711440737979,REF006892,V82674,Partial damage,2020-12-18,Vandalism,Liability,6,No,70854,0.4173319354737287,0,29527.994966307873,6,0,0.0
PH001770,V16863,Engineer,2016-12-15,Van,97824,0,1,224,59,0.5996682637684757,REF001770,V27225,Theft reported,2020-02-28,Fire,Collision,5,No,12850,0.2749493919697916,0,4094.006636590924,16,2,0.0
PH003071,V27367,Teacher,2019-06-12,Truck,86869,0,2,232,55,0.4151172114483731,REF003071,V25715,Minor damage,2019-10-02,Natural Disaster,Collision,4,No,48498,0.02590628136468165,0,23488.839736291713,22,0,0.0
PH004337,V68079,Lawyer,2014-10-22,Motorcycle,81663,1,1,203,24,0.5953320113823136,REF004337,V21385,Total loss,2020-08-03,Fire,Medical,3,No,77243,0.49739257433680795,1,41134.995372607475,5,1,0.0
PH005208,V98773,Doctor,2013-12-11,Motorcycle,23648,0,3,163,44,0.8522135181154479,REF005208,V63015,Partial damage,2020-02-22,Accident,Medical,2,Yes,16712,0.9472853833434293,1,22474.36821232378,7,0,0.0
PH009932,V21759,Lawyer,2013-01-26,Van,93483,0,3,36,55,0.24315631931334086,REF009932,V46078,Minor damage,2019-09-28,Accident,Collision,8,No,74980,0.20801812517859364,0,4608.473852138135,7,0,0.0
PH009353,V73576,Lawyer,2016-04-29,Truck,62974,0,2,176,27,0.3876782000524609,REF009353,V44782,Theft reported,2020-05-18,Natural Disaster,Collision,5,No,34737,0.5995239898216257,1,9716.807197000206,10,0,0.0
PH004123,V81568,Engineer,2017-12-08,Van,86418,0,1,183,36,0.8046632132231578,REF004123,V59950,Total loss,2020-12-16,Natural Disaster,Comprehensive,2,No,93329,0.10299180403823549,0,10303.421450403694,14,0,0.0
PH004356,V76426,Business,2012-11-17,SUV,38777,0,1,174,52,0.5791374435954715,REF004356,V51262,Theft reported,2019-01-30,Fire,Comprehensive,6,No,12480,0.2026723691203045,0,38517.01465867517,4,0,0.0
PH009674,V87101,Doctor,2015-10-01,Van,24803,0,1,163,71,0.5309284370581903,REF009674,V26802,Total loss,2019-02-11,Vandalism,Collision,4,No,63929,0.24975038400853977,1,23605.056738661522,2,0,0.0
PH002261,V55268,Teacher,2015-03-08,SUV,95647,1,2,51,55,0.5446202575500972,REF002261,V86232,Partial damage,2019-04-20,Vandalism,Medical,3,Yes,67920,0.5406087317044422,0,23954.868527532064,14,1,0.0
PH005132,V79888,Engineer,2017-09-26,SUV,92613,0,1,89,27,0.7635484443007414,REF005132,V82067,Total loss,2019-11-03,Fire,Medical,9,No,77123,0.5365525463166692,0,3766.0547431113364,20,0,0.0
PH009970,V61483,Lawyer,2011-09-10,SUV,81752,1,1,79,49,0.18223157537599244,REF009970,V65096,Partial damage,2019-09-09,Vandalism,Medical,4,No,40550,0.406270060531703,0,49788.50856654478,14,0,0.0
PH008460,V25167,Business,2018-04-06,Truck,55642,1,1,195,43,0.1496916576884833,REF008460,V78322,Partial damage,2020-04-14,Natural Disaster,Medical,7,No,82469,0.28925608338480524,0,19685.846481740173,6,2,0.0
PH008790,V33066,Doctor,2011-01-25,Truck,83549,1,1,189,61,0.332239809195953,REF008790,V31840,Total loss,2019-01-20,Natural Disaster,Medical,5,No,76258,0.7199265785429119,1,34617.20427940283,17,0,0.0
PH001666,V54500,Engineer,2012-07-17,SUV,86899,0,2,10,59,0.7134149774960549,REF001666,V59688,Partial damage,2020-10-17,Accident,Collision,4,No,11670,0.2509820982113048,0,13132.190213342767,14,0,0.0
PH001511,V56346,Doctor,2014-03-10,SUV,88393,0,1,129,66,0.8650835291191198,REF001511,V83877,Theft reported,2019-03-21,Natural Disaster,Liability,7,No,80176,0.48661419760507607,1,42878.235497138594,15,0,0.0
PH009802,V36975,Lawyer,2014-11-06,SUV,69032,0,3,131,26,0.4090152303554704,REF009802,V42020,Minor damage,2020-03-30,Natural Disaster,Medical,9,Yes,65646,0.8007881412255009,0,8534.068391538854,18,1,0.0
PH001424,V18330,Teacher,2020-03-30,SUV,87658,0,1,106,33,0.3017302919124961,REF001424,V88525,Partial damage,2019-01-13,Natural Disaster,Liability,6,No,28733,0.8208883625601368,1,9395.153363845071,13,0,0.0
PH000572,V29313,Lawyer,2018-08-22,Truck,84041,0,1,153,63,0.13768281227124135,REF000572,V72230,Partial damage,2019-10-13,Natural Disaster,Medical,4,No,66859,0.19733869086527478,0,45133.831063307705,23,0,0.0
PH000020,V13478,Business,2018-12-29,Van,37163,0,2,28,34,0.28793366396283016,REF000020,V84593,Minor damage,2020-12-17,Accident,Comprehensive,4,No,73652,0.8094300502878691,1,17751.40468244585,13,0,1.0
PH007323,V63849,Doctor,2013-03-26,SUV,54667,0,1,157,60,0.395378802658387,REF007323,V25524,Theft reported,2020-09-11,Theft,Comprehensive,5,No,36890,0.7029262363811548,0,26252.692962218865,13,1,0.0
PH008972,V21673,Engineer,2016-07-18,Car,14776,0,4,50,56,0.5334759918694169,REF008972,V70331,Partial damage,2019-10-04,Accident,Liability,7,No,60768,0.264590955393901,1,23383.24914853078,8,0,0.0
PH008997,V98760,Teacher,2012-01-21,Van,32280,1,1,17,39,0.8877561861768627,REF008997,V93257,Minor damage,2020-05-02,Accident,Liability,7,No,33394,0.6643020325221415,0,29486.032391344805,3,0,0.0
PH002571,V77538,Engineer,2012-01-26,SUV,81991,0,1,48,27,0.4110696738821772,REF002571,V38063,Minor damage,2020-10-18,Fire,Liability,1,No,86060,0.10573780884605188,0,25699.54551408349,22,1,0.0
PH002936,V46010,Other,2016-02-13,Van,75564,0,1,24,78,0.4328366794091808,REF002936,V25027,Theft reported,2019-08-06,Vandalism,Liability,4,No,85154,0.06211538537038408,0,2502.4700055747726,22,2,0.0
PH008807,V28423,Lawyer,2015-11-08,Car,31919,1,1,93,63,0.14353407790069161,REF008807,V35609,Theft reported,2020-10-14,Theft,Comprehensive,2,No,63353,0.8377387718785261,0,9558.288060196075,20,0,0.0
PH006400,V66925,Engineer,2016-06-15,Car,74744,1,3,176,66,0.6729315301598933,REF006400,V49320,Theft reported,2019-01-03,Theft,Collision,2,No,16561,0.5682802643370855,0,19983.344571056816,19,0,0.0
PH009747,V89391,Doctor,2013-05-24,Car,64488,0,1,238,28,0.3616387367086815,REF009747,V47645,Partial damage,2019-01-01,Vandalism,Medical,3,No,39532,0.08553346062734635,0,27714.417878238444,15,1,0.0
PH001732,V60394,Lawyer,2010-03-26,Truck,10533,0,2,2,42,0.6738932140030716,REF001732,V45321,Theft reported,2020-03-07,Accident,Comprehensive,9,No,84770,0.340435292025565,0,40642.36962309416,15,0,0.0
PH004948,V38487,Doctor,2012-03-31,Car,90916,0,1,210,41,0.20963630285160734,REF004948,V33920,Theft reported,2019-12-23,Natural Disaster,Collision,5,No,87271,0.04360197819724654,0,15354.068905467871,3,1,0.0
PH005589,V25608,Lawyer,2015-08-16,Motorcycle,36254,0,2,230,45,0.6134315938284858,REF005589,V92479,Theft reported,2019-04-11,Accident,Liability,7,No,34067,0.35864114996138885,0,28001.305764139728,14,1,0.0
PH008697,V87576,Teacher,2012-08-16,SUV,19742,0,2,187,41,0.36254119452055444,REF008697,V67232,Partial damage,2019-11-28,Fire,Comprehensive,3,No,48463,0.47605213490235465,1,45223.11517329223,15,1,0.0
PH005236,V43127,Doctor,2018-02-15,Truck,50963,0,2,155,43,0.7134623852746214,REF005236,V80126,Total loss,2019-08-29,Natural Disaster,Liability,5,No,45843,0.5231695299087232,0,21506.52087821251,19,1,0.0
PH009452,V56798,Teacher,2012-09-09,Van,42548,1,1,206,19,0.5911487342408315,REF009452,V42804,Total loss,2020-12-09,Natural Disaster,Comprehensive,9,No,80888,0.12728702488371224,0,21718.74783448662,13,0,0.0
